WKT,id,photoURL,lat,long,rubbishRunID,userName,rubbishType,city,totalNumberOfItemsTagged,datetime,date,Mile,dist_m,Morphology,Brand,Survey Type,Data Cleaning Notes
"POINT (-118.5875361 34.8341514)",st7Axi6YHniR7Z8T5tiy,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fst7Axi6YHniR7Z8T5tiy.jpg?alt=media&token=53bcc22b-33fd-4d54-a599-992b8a16a7ac,34.8341514,-118.5875361,GDwhEFWVKgfbB9BMx0DT,notracetrails,plastic rubber,Rosamond,1.0,2023-05-07T22:23:36.066802Z,5/7/2023,520.0,4864.450361,Fragment,,,Hiking pole tip?
"POINT (-118.5875318 34.8341619)",5v8rc6HE6mG8di4bIPNm,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F5v8rc6HE6mG8di4bIPNm.jpg?alt=media&token=dc2285bf-3716-4415-b0a7-eefff2c18a1c,34.8341619,-118.5875318,GDwhEFWVKgfbB9BMx0DT,notracetrails,metal,Rosamond,6.0,2023-05-07T22:23:26.850274Z,5/7/2023,520.0,4865.611738,Fragment,,,
"POINT (-118.5875501 34.8341361)",H7z2vWcUKeyxOWT6dAeo,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FH7z2vWcUKeyxOWT6dAeo.jpg?alt=media&token=cfd5a105-3f1a-403d-9b08-0cfdff1c63e9,34.8341361,-118.5875501,GDwhEFWVKgfbB9BMx0DT,notracetrails,plastic rubber,Rosamond,1.0,2023-05-07T22:22:58.082765Z,5/7/2023,520.0,4862.776714,Fragment,,,
"POINT (-118.5876019 34.8340839)",fu3kV9h6zF89c3zN6c6e,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Ffu3kV9h6zF89c3zN6c6e.jpg?alt=media&token=94629c22-07be-4352-8907-e8846f2ac190,34.8340839,-118.5876019,GDwhEFWVKgfbB9BMx0DT,notracetrails,metal,Rosamond,3.0,2023-05-07T22:22:40.146441Z,5/7/2023,520.0,4857.038089,Fragment,,,
"POINT (-118.5875939 34.8340735)",hg38pGWBp8JyQjPtnzu5,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fhg38pGWBp8JyQjPtnzu5.jpg?alt=media&token=3cfd489e-08ad-4244-afe3-56965e970b61,34.8340735,-118.5875939,GDwhEFWVKgfbB9BMx0DT,notracetrails,metal,Rosamond,1.0,2023-05-07T22:22:16.414789Z,5/7/2023,520.0,4855.873349,Fragment,,,
"POINT (-118.5876059 34.83407701)",0lRgSl8LVNdrAre1x4yi,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F0lRgSl8LVNdrAre1x4yi.jpg?alt=media&token=df81fd93-0860-4697-a459-16bb614801de,34.83407701,-118.5876059,GDwhEFWVKgfbB9BMx0DT,notracetrails,otherLitter,Rosamond,1.0,2023-05-07T22:21:57.916001Z,5/7/2023,520.0,4856.277809,,,,
"POINT (-118.5876059 34.834077)",7HaaSIECbrGkwOo3999u,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F7HaaSIECbrGkwOo3999u.jpg?alt=media&token=41675c00-5816-4451-828c-af684e334bd5,34.834077,-118.5876059,GDwhEFWVKgfbB9BMx0DT,notracetrails,metal,Rosamond,2.0,2023-05-07T22:21:45.363686Z,5/7/2023,520.0,4856.277809,Fragment,,,
"POINT (-118.5876154 34.83405119)",AuzISo0yhC7YAfXzTAyC,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FAuzISo0yhC7YAfXzTAyC.jpg?alt=media&token=018be754-5f07-41fb-9efe-f5a4fe6da8cb,34.83405119,-118.5876154,GDwhEFWVKgfbB9BMx0DT,notracetrails,cloth,Rosamond,1.0,2023-05-07T22:21:00.276107Z,5/7/2023,520.0,4853.420697,,,,
"POINT (-118.5876154 34.8340512)",CnW3JLn3nmOXOQQVitMD,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FCnW3JLn3nmOXOQQVitMD.jpg?alt=media&token=e939f0c2-cd90-4ceb-a272-c13ead44fc26,34.8340512,-118.5876154,GDwhEFWVKgfbB9BMx0DT,notracetrails,metal,Rosamond,1.0,2023-05-07T22:20:51.158902Z,5/7/2023,520.0,4853.420697,Fragment,,,
"POINT (-118.5876692 34.8339835)",k6O52YqkzgdvN9gme78J,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fk6O52YqkzgdvN9gme78J.jpg?alt=media&token=8a5e0f24-4b73-4882-9819-3779a0cdd712,34.8339835,-118.5876692,GDwhEFWVKgfbB9BMx0DT,notracetrails,uncategorized,Rosamond,1.0,2023-05-07T22:20:32.217404Z,5/7/2023,520.0,4845.967769,Bullet Case,,,
"POINT (-118.5876802 34.833963)",xmUQQpUJgID6xAn3Bs5g,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FxmUQQpUJgID6xAn3Bs5g.jpg?alt=media&token=ba4fba9a-4d5e-475e-8871-1e2dec0832ab,34.833963,-118.5876802,GDwhEFWVKgfbB9BMx0DT,notracetrails,metal,Rosamond,1.0,2023-05-07T22:20:17.548864Z,5/7/2023,520.0,4843.708195,Fragment,,,
"POINT (-118.5876763 34.8339644)",5hAggeyLhk7sHvt8muRm,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F5hAggeyLhk7sHvt8muRm.jpg?alt=media&token=ec3102d1-3477-4ee2-8dec-764171a43a70,34.8339644,-118.5876763,GDwhEFWVKgfbB9BMx0DT,notracetrails,metal,Rosamond,1.0,2023-05-07T22:19:53.023078Z,5/7/2023,520.0,4843.86419,Fragment,,,
"POINT (-118.5876871 34.8339336)",3W0TXZtb7VJmvAFY9iKQ,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F3W0TXZtb7VJmvAFY9iKQ.jpg?alt=media&token=6890ced6-bb48-47ad-b86c-5d4c7bef5084,34.8339336,-118.5876871,GDwhEFWVKgfbB9BMx0DT,notracetrails,plastic rubber,Rosamond,1.0,2023-05-07T22:19:44.776400Z,5/7/2023,520.0,4840.452884,Fragment,,,
"POINT (-118.5876999 34.8338588)",p9RTqMeleeZxeMqyloWV,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fp9RTqMeleeZxeMqyloWV.jpg?alt=media&token=6ade3bcf-1afe-4574-bcdf-63b03108994e,34.8338588,-118.5876999,GDwhEFWVKgfbB9BMx0DT,notracetrails,metal,Rosamond,1.0,2023-05-07T22:19:12.131771Z,5/7/2023,520.0,4832.16098,Fragment,,,
"POINT (-118.5877127 34.8338513)",0rGDlaC0YTaUR363eggZ,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F0rGDlaC0YTaUR363eggZ.jpg?alt=media&token=90e56ef7-9848-4e96-a679-2830ee90a094,34.8338513,-118.5877127,GDwhEFWVKgfbB9BMx0DT,notracetrails,hard plastic,Rosamond,1.0,2023-05-07T22:19:05.616377Z,5/7/2023,520.0,4831.346348,Fragment,,,
"POINT (-118.5876976 34.8336591)",6xIRzyTpFCvLJdhDg3Od,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F6xIRzyTpFCvLJdhDg3Od.jpg?alt=media&token=51027520-c899-4611-bd6f-f5194d05b341,34.8336591,-118.5876976,GDwhEFWVKgfbB9BMx0DT,notracetrails,plastic rubber,Rosamond,1.0,2023-05-07T22:18:12.617890Z,5/7/2023,520.0,4809.948806,Fragment,,,
"POINT (-118.5876322 34.8333886)",f9g0omxbM25bo6IOEUIk,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Ff9g0omxbM25bo6IOEUIk.jpg?alt=media&token=34e7da12-6f02-44bf-ad8a-27a06ee12aac,34.8333886,-118.5876322,GDwhEFWVKgfbB9BMx0DT,notracetrails,metal,Rosamond,1.0,2023-05-07T22:17:38.448730Z,5/7/2023,520.0,4779.780063,Tie Downs / Lock offs,,,
"POINT (-118.5876456 34.83333816)",NJLNnlAKxrS0C2WVTLYc,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FNJLNnlAKxrS0C2WVTLYc.jpg?alt=media&token=24e00928-5f75-4416-ab2f-7dc535decf15,34.83333816,-118.5876456,GDwhEFWVKgfbB9BMx0DT,notracetrails,metal,Rosamond,1.0,2023-05-07T22:17:26.498764Z,5/7/2023,520.0,4774.189303,,,,
"POINT (-118.5876456 34.8333382)",5A23Ny5Hx7f2gjR2v8CR,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F5A23Ny5Hx7f2gjR2v8CR.jpg?alt=media&token=de95c74a-8c8b-4466-a9a1-4ee3e1ec53f4,34.8333382,-118.5876456,GDwhEFWVKgfbB9BMx0DT,notracetrails,plastic rubber,Rosamond,1.0,2023-05-07T22:17:18.605183Z,5/7/2023,520.0,4774.189303,Fragment,,,
"POINT (-118.5876238 34.8332698)",1ACAA8mHXnpUtKwAGJC0,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F1ACAA8mHXnpUtKwAGJC0.jpg?alt=media&token=5d610e87-748b-452e-8aa3-c6bc8cbf1476,34.8332698,-118.5876238,GDwhEFWVKgfbB9BMx0DT,notracetrails,hard plastic,Rosamond,1.0,2023-05-07T22:16:55.264003Z,5/7/2023,520.0,4766.552611,Fragment,,,
"POINT (-118.5876316 34.8332432)",Mv7VhbS1tYwE5mlyVzdN,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FMv7VhbS1tYwE5mlyVzdN.jpg?alt=media&token=70e9dafe-ee50-418e-b62d-c8c8a8dc3bee,34.8332432,-118.5876316,GDwhEFWVKgfbB9BMx0DT,notracetrails,metal,Rosamond,1.0,2023-05-07T22:16:29.464879Z,5/7/2023,520.0,4763.611391,Fragment,,,
"POINT (-118.5876126 34.833072)",kaLpdHdfJk6yED8k57RH,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FkaLpdHdfJk6yED8k57RH.jpg?alt=media&token=337b3878-d12c-4288-9b5b-cca80fc27619,34.833072,-118.5876126,GDwhEFWVKgfbB9BMx0DT,notracetrails,plastic rubber,Rosamond,1.0,2023-05-07T22:16:06.238835Z,5/7/2023,520.0,4744.542737,Fragment,,,
"POINT (-118.5876143 34.8330451)",LHD9QJVdPdu3wQ9c4lmb,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FLHD9QJVdPdu3wQ9c4lmb.jpg?alt=media&token=072aa7cd-6b46-42fe-bc25-fe0ac9a698be,34.8330451,-118.5876143,GDwhEFWVKgfbB9BMx0DT,notracetrails,plastic rubber,Rosamond,1.0,2023-05-07T22:15:54.141461Z,5/7/2023,520.0,4741.565521,Fragment,,,
"POINT (-118.5875729 34.8326339)",v8qDS3mH3C47cBS8wkV0,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fv8qDS3mH3C47cBS8wkV0.jpg?alt=media&token=d6fd1cf8-fa23-40cd-8609-4915d1dc6cac,34.8326339,-118.5875729,GDwhEFWVKgfbB9BMx0DT,notracetrails,hard plastic,Rosamond,1.0,2023-05-07T22:14:55.990224Z,5/7/2023,520.0,4695.779839,Utensil,,,
"POINT (-118.5875863 34.8325928)",QSPEFaa0z3jraTkQddIG,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FQSPEFaa0z3jraTkQddIG.jpg?alt=media&token=11391874-8621-490a-82ff-2b21852ef4fc,34.8325928,-118.5875863,GDwhEFWVKgfbB9BMx0DT,notracetrails,metal,Rosamond,1.0,2023-05-07T22:14:46.792320Z,5/7/2023,520.0,4691.234487,Fragment,,,
"POINT (-118.5876267 34.8321911)",fFGfOGC9gipLE3C1of5x,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FfFGfOGC9gipLE3C1of5x.jpg?alt=media&token=0a6d6da5-a9bb-424a-95c7-1fe4e8dea51e,34.8321911,-118.5876267,GDwhEFWVKgfbB9BMx0DT,notracetrails,glass,Rosamond,1.0,2023-05-07T21:54:08.313128Z,5/7/2023,520.0,4646.632704,Fragment,,,
"POINT (-118.5876132 34.8320882)",YuPl3CneYR9O4lJCDjKE,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FYuPl3CneYR9O4lJCDjKE.jpg?alt=media&token=289af75e-2b02-4168-9f92-3052b781d3bf,34.8320882,-118.5876132,GDwhEFWVKgfbB9BMx0DT,notracetrails,hard plastic,Rosamond,1.0,2023-05-07T21:53:51.434158Z,5/7/2023,520.0,4635.166613,Fragment,,,
"POINT (-118.5875637 34.8313546)",pPNQQs7JgKcsG2KgoSy0,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FpPNQQs7JgKcsG2KgoSy0.jpg?alt=media&token=34af7009-ad45-46f0-afc1-5065027c3ef3,34.8313546,-118.5875637,GDwhEFWVKgfbB9BMx0DT,notracetrails,plastic rubber,Rosamond,1.0,2023-05-07T21:52:29.871280Z,5/7/2023,520.0,4553.535326,Tire Fragment,,,
"POINT (-118.587564 34.8310843)",xlBreMRW5BTi1TnkQJeP,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FxlBreMRW5BTi1TnkQJeP.jpg?alt=media&token=79a0d65c-f2c9-4820-a029-e2eaf90bbc18,34.8310843,-118.587564,GDwhEFWVKgfbB9BMx0DT,notracetrails,plastic rubber,Rosamond,1.0,2023-05-07T21:51:57.839411Z,5/7/2023,520.0,4523.488042,Fragment,,,
"POINT (-118.5875639 34.83097383)",570RBqNTit1Aa2H3VgIo,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F570RBqNTit1Aa2H3VgIo.jpg?alt=media&token=3e6db617-377b-453b-8418-742b81e8dada,34.83097383,-118.5875639,GDwhEFWVKgfbB9BMx0DT,notracetrails,metal,Rosamond,1.0,2023-05-07T21:51:39.177573Z,5/7/2023,520.0,4511.201358,,,,
"POINT (-118.5875639 34.8309738)",XG1xixf9cQvowbNmvMTN,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FXG1xixf9cQvowbNmvMTN.jpg?alt=media&token=7fdd8203-971b-416e-b758-cd3b1de3c646,34.8309738,-118.5875639,GDwhEFWVKgfbB9BMx0DT,notracetrails,hard plastic,Rosamond,1.0,2023-05-07T21:51:33.213445Z,5/7/2023,520.0,4511.201358,Fragment,,,
"POINT (-118.5875427 34.8308608)",TUipEtW6f3zQ3tqqns0r,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FTUipEtW6f3zQ3tqqns0r.jpg?alt=media&token=7e2d64d3-c25f-4707-a3ea-c5754fd82456,34.8308608,-118.5875427,GDwhEFWVKgfbB9BMx0DT,notracetrails,tobacco,Rosamond,1.0,2023-05-07T21:51:10.362817Z,5/7/2023,520.0,4498.60097,Cigarette Butt,Marlboro,,
"POINT (-118.5875642 34.8307791)",gVnSSOSCBInIZ5d8ZCF9,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FgVnSSOSCBInIZ5d8ZCF9.jpg?alt=media&token=061a655b-2f9e-488e-936c-70b22a7e77c2,34.8307791,-118.5875642,GDwhEFWVKgfbB9BMx0DT,notracetrails,plastic rubber,Rosamond,1.0,2023-05-07T21:50:55.752692Z,5/7/2023,520.0,4489.552054,Fragment,,,
"POINT (-118.5875583 34.8306931)",W8UoFPbpSvYPF7xCdDh9,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FW8UoFPbpSvYPF7xCdDh9.jpg?alt=media&token=e752ab89-c335-4f64-a7fd-5875261a0361,34.8306931,-118.5875583,GDwhEFWVKgfbB9BMx0DT,notracetrails,otherLitter,Rosamond,1.0,2023-05-07T21:50:37.615767Z,5/7/2023,520.0,4479.980907,Fragment,,,
"POINT (-118.5875386 34.83000615)",CUSihNIe5X15sFtI01JC,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FCUSihNIe5X15sFtI01JC.jpg?alt=media&token=e35da07d-69ba-4020-a49b-3b88de7f3d7e,34.83000615,-118.5875386,GDwhEFWVKgfbB9BMx0DT,notracetrails,hard plastic,Rosamond,1.0,2023-05-07T21:49:22.113358Z,5/7/2023,520.0,4403.57721,,,,
"POINT (-118.5875386 34.83000615)",POf3htVetXZ6Kd2ARO9g,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FPOf3htVetXZ6Kd2ARO9g.jpg?alt=media&token=9e030048-94ff-4e4a-a4a3-0d15331770b3,34.83000615,-118.5875386,GDwhEFWVKgfbB9BMx0DT,notracetrails,plastic rubber,Rosamond,1.0,2023-05-07T21:49:11.856874Z,5/7/2023,520.0,4403.57721,,,,
"POINT (-118.5875386 34.83000615)",a3Fe9dcFilXKCVgtW6T7,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Fa3Fe9dcFilXKCVgtW6T7.jpg?alt=media&token=2303d756-2396-4b29-967e-c64a6284f132,34.83000615,-118.5875386,GDwhEFWVKgfbB9BMx0DT,notracetrails,uncategorized,Rosamond,1.0,2023-05-07T21:49:07.987603Z,5/7/2023,520.0,4403.57721,,,,
"POINT (-118.5875386 34.8300062)",vwCX39tC0RdjWa744C3z,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FvwCX39tC0RdjWa744C3z.jpg?alt=media&token=f76c1414-d763-4a81-8c3a-20c7c7a93224,34.8300062,-118.5875386,GDwhEFWVKgfbB9BMx0DT,notracetrails,uncategorized,Rosamond,1.0,2023-05-07T21:49:03.034635Z,5/7/2023,520.0,4403.57721,Zip Tie,,,
"POINT (-118.587533 34.82997565)",sydaOTG1WTFMkOwEGHsp,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FsydaOTG1WTFMkOwEGHsp.jpg?alt=media&token=37d3abda-9874-477f-887d-74e6d3dd562b,34.82997565,-118.587533,GDwhEFWVKgfbB9BMx0DT,notracetrails,uncategorized,Rosamond,1.0,2023-05-07T21:48:57.022398Z,5/7/2023,520.0,4400.177851,,,,
"POINT (-118.587533 34.82997565)",WsyWUZrdSimyzkxh7upX,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FWsyWUZrdSimyzkxh7upX.jpg?alt=media&token=b7917ea6-65f6-4147-b2aa-1ed9f9698d1e,34.82997565,-118.587533,GDwhEFWVKgfbB9BMx0DT,notracetrails,uncategorized,Rosamond,1.0,2023-05-07T21:48:52.666747Z,5/7/2023,520.0,4400.177851,,,,
"POINT (-118.587533 34.8299757)",dGQvpPmLWqJGg600upqg,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FdGQvpPmLWqJGg600upqg.jpg?alt=media&token=f611a847-3585-41df-82a6-3e64d47fb4d9,34.8299757,-118.587533,GDwhEFWVKgfbB9BMx0DT,notracetrails,uncategorized,Rosamond,1.0,2023-05-07T21:48:48.646686Z,5/7/2023,520.0,4400.177851,Zip Tie,,,
"POINT (-118.5875292 34.8299653)",fyTQ3Cf4EwSyEmDXEeCI,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FfyTQ3Cf4EwSyEmDXEeCI.jpg?alt=media&token=b6c4f69f-249e-4e5c-82d8-60d73368db41,34.8299653,-118.5875292,GDwhEFWVKgfbB9BMx0DT,notracetrails,uncategorized,Rosamond,1.0,2023-05-07T21:48:43.843515Z,5/7/2023,520.0,4399.027276,Zip tie,,,
"POINT (-118.5875767 34.8299449)",8RLjdmeWD5C8ZKUTAA5l,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F8RLjdmeWD5C8ZKUTAA5l.jpg?alt=media&token=71b683d3-9add-490c-b802-90c79c17ac53,34.8299449,-118.5875767,GDwhEFWVKgfbB9BMx0DT,notracetrails,metal,Rosamond,1.0,2023-05-07T21:48:26.794176Z,5/7/2023,520.0,4396.825195,Fragment,,,
"POINT (-118.5875787 34.8298284)",C276ysmPbjn0xw9upEIl,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FC276ysmPbjn0xw9upEIl.jpg?alt=media&token=460f560c-d40e-4729-a8e6-a1475e31cc21,34.8298284,-118.5875787,GDwhEFWVKgfbB9BMx0DT,notracetrails,hard plastic,Rosamond,1.0,2023-05-07T21:48:03.900306Z,5/7/2023,520.0,4383.876528,Fragment,,,
"POINT (-118.5876172 34.8297078)",IJxjR2uJCzcPJAiQV4Ee,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FIJxjR2uJCzcPJAiQV4Ee.jpg?alt=media&token=bacf5b47-8549-4793-b526-f38717775a90,34.8297078,-118.5876172,GDwhEFWVKgfbB9BMx0DT,notracetrails,plastic rubber,Rosamond,1.0,2023-05-07T21:47:45.664430Z,5/7/2023,520.0,4370.52316,Tire Fragment,,,
"POINT (-118.5875916 34.8296695)",rp3sSZ7yHdA2hPic2nBs,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2Frp3sSZ7yHdA2hPic2nBs.jpg?alt=media&token=04aa4ebc-9979-4029-9a5c-d936711d0c1c,34.8296695,-118.5875916,GDwhEFWVKgfbB9BMx0DT,notracetrails,uncategorized,Rosamond,1.0,2023-05-07T21:47:27.674475Z,5/7/2023,520.0,4366.223331,Zip Tie,,,This and other zip ties should be standardized for material type. 
"POINT (-118.5875863 34.8296379)",gMAqxJdQNl9ri22Fxdj8,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FgMAqxJdQNl9ri22Fxdj8.jpg?alt=media&token=50406e2c-c1bb-4738-93c2-4e2853643737,34.8296379,-118.5875863,GDwhEFWVKgfbB9BMx0DT,notracetrails,uncategorized,Rosamond,1.0,2023-05-07T21:47:19.250272Z,5/7/2023,520.0,4362.702905,Zip Tie,,,
"POINT (-118.5875814 34.82961668)",nsoYT7qHS4nXk9jquvO1,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FnsoYT7qHS4nXk9jquvO1.jpg?alt=media&token=ae93327b-459e-442d-9f58-d36f3ee7ebdf,34.82961668,-118.5875814,GDwhEFWVKgfbB9BMx0DT,notracetrails,metal,Rosamond,1.0,2023-05-07T21:47:04.962232Z,5/7/2023,520.0,4360.338618,,,,
"POINT (-118.5875814 34.8296167)",OiYzNrKFZayQPOKAofXh,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FOiYzNrKFZayQPOKAofXh.jpg?alt=media&token=c18c593c-ecaa-4840-aed6-829562a461bc,34.8296167,-118.5875814,GDwhEFWVKgfbB9BMx0DT,notracetrails,uncategorized,Rosamond,1.0,2023-05-07T21:46:57.431606Z,5/7/2023,520.0,4360.338618,Zip Tie,,,
"POINT (-118.5875846 34.8296065)",UtHTvZsZYtOepcDOgUPC,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FUtHTvZsZYtOepcDOgUPC.jpg?alt=media&token=3d6044fb-4945-456a-88de-5af7995b177f,34.8296065,-118.5875846,GDwhEFWVKgfbB9BMx0DT,notracetrails,uncategorized,Rosamond,1.0,2023-05-07T21:46:45.585304Z,5/7/2023,520.0,4359.20894,Zip Tie,,,
"POINT (-118.5875823 34.8295973)",O0xp1FdXTENp8A2tZR9k,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FO0xp1FdXTENp8A2tZR9k.jpg?alt=media&token=b3234c1d-d637-4e1a-9378-f5bfa5e8ca96,34.8295973,-118.5875823,GDwhEFWVKgfbB9BMx0DT,notracetrails,uncategorized,Rosamond,1.0,2023-05-07T21:46:37.968812Z,5/7/2023,520.0,4358.178862,Zip Tie,,,Duplicate?
"POINT (-118.5875918 34.82959184)",sMcla8WsTEmkfWTzSA95,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FsMcla8WsTEmkfWTzSA95.jpg?alt=media&token=bcb98521-433b-4cd8-b269-e4485f707886,34.82959184,-118.5875918,GDwhEFWVKgfbB9BMx0DT,notracetrails,uncategorized,Rosamond,1.0,2023-05-07T21:46:33.421380Z,5/7/2023,520.0,4357.592366,,,,
"POINT (-118.5875918 34.8295918)",kO9UxWU5I9xmBrODBrhO,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FkO9UxWU5I9xmBrODBrhO.jpg?alt=media&token=e5dd71fd-712f-4e08-b6f7-40b9c688554b,34.8295918,-118.5875918,GDwhEFWVKgfbB9BMx0DT,notracetrails,soft plastic,Rosamond,1.0,2023-05-07T21:46:24.819437Z,5/7/2023,520.0,4357.592366,Zip Tie,,,
"POINT (-118.5876234 34.8295363)",30oZt5xL590hFivqmPOh,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2F30oZt5xL590hFivqmPOh.jpg?alt=media&token=dfcc86f1-b139-47ec-a37e-3306def0b282,34.8295363,-118.5876234,GDwhEFWVKgfbB9BMx0DT,notracetrails,hard plastic,Rosamond,1.0,2023-05-07T21:46:01.905404Z,5/7/2023,520.0,4351.466338,Zip Tie,,,
"POINT (-118.5876878 34.8293406)",FIlEDByD7dZFEqAgqgVT,https://firebasestorage.googleapis.com:443/v0/b/rubbishproduction-411a1.appspot.com/o/StreetRubbishPhotos%2FFIlEDByD7dZFEqAgqgVT.jpg?alt=media&token=6a2d351e-6f77-4632-bca8-b06930fbbb06,34.8293406,-118.5876878,GDwhEFWVKgfbB9BMx0DT,notracetrails,metal,Rosamond,1.0,2023-05-07T21:45:34.942177Z,5/7/2023,520.0,4329.810278,Wire,,,
